Word,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum
liable,4.0,1.78,20,4.32,2.3,22
liaison,5.05,1.43,19,3.35,1.95,20
liar,2.41,2.15,22,6.6,2.46,20
libel,3.68,1.13,22,5.0,2.19,21
liberate,5.79,2.39,19,5.32,2.55,22
liberating,7.75,1.45,20,5.3,2.6,20
liberation,6.74,1.41,19,5.29,2.51,21
liberty,7.2,1.82,41,4.5,2.77,44
libido,6.86,1.39,21,5.68,2.55,22
librarian,6.38,1.66,21,1.75,1.19,24
library,6.33,2.25,18,2.52,1.94,21
lice,2.24,1.64,41,5.2,2.99,44
license,5.91,1.95,22,4.7,2.45,20
lick,6.38,2.22,21,6.2,2.17,20
licorice,4.58,2.41,19,4.14,2.31,21
lid,5.14,1.53,21,2.91,2.2,22
lie,2.39,1.43,41,4.81,2.8,21
liege,4.6,1.19,20,3.32,1.73,22
lieutenant,4.91,1.72,22,4.1,2.43,20
life,6.68,2.49,41,5.59,2.58,22
lifeboat,5.84,1.57,25,3.96,2.54,26
lifeguard,6.35,1.35,20,4.64,2.36,22
lifeless,2.24,1.61,21,3.55,2.58,20
lifelike,6.16,1.74,19,4.32,2.44,22
lifeline,5.77,1.74,22,4.46,2.47,26
lifelong,6.76,2.0,21,4.32,2.34,25
lifer,3.74,2.13,19,4.55,2.96,22
lifesaver,7.24,1.58,21,4.92,2.31,25
lifestyle,5.95,1.39,19,5.52,1.94,21
lifetime,7.3,1.49,20,4.52,2.2,25
lift,5.32,1.76,22,4.9,2.81,20
liftoff,4.7,1.72,20,6.17,2.64,18
ligament,4.19,1.6,21,3.16,2.19,25
ligature,4.05,1.32,20,4.12,2.8,17
light,6.55,1.82,22,3.52,2.58,21
light year,6.24,1.64,21,4.79,2.74,19
lightbulb,5.55,1.34,40,3.07,1.93,43
lighten,6.21,1.81,19,3.14,1.86,22
lightheaded,4.89,2.31,19,3.96,2.06,23
lighthouse,6.24,1.74,41,3.67,2.6,42
lighting,6.52,1.83,21,4.92,2.73,24
lightness,6.37,1.5,19,4.5,2.6,18
lightning,5.34,1.79,38,6.75,1.59,20
lightweight,5.9,1.48,20,3.05,1.93,20
likable,6.83,1.58,18,4.23,2.47,22
like,7.44,1.46,18,4.4,2.5,20
likelihood,5.74,1.33,19,2.9,1.71,20
likely,6.9,1.37,21,4.42,2.29,19
likeness,6.6,1.54,20,4.27,2.39,22
lilac,6.95,1.23,20,3.64,2.46,22
lily,7.05,2.15,19,2.64,2.11,22
limb,4.42,1.3,19,2.7,1.81,20
limber,6.45,1.28,20,3.41,2.06,41
limbo,4.53,1.43,19,4.1,1.97,20
lime,6.1,1.65,20,3.83,1.98,18
limelight,6.05,1.7,22,5.47,2.06,19
limestone,5.05,2.09,21,2.83,2.12,23
limey,4.86,1.88,21,3.55,2.15,22
limit,4.53,1.61,19,4.29,2.51,21
limitless,7.11,1.7,19,5.83,1.99,23
limo,6.14,2.29,22,4.15,2.89,26
limousine,6.14,1.56,21,5.65,2.32,20
limp,2.81,1.29,21,3.0,2.25,20
line,4.82,1.1,22,3.24,2.0,21
lineage,5.32,2.03,19,3.37,1.89,19
linear,5.05,1.53,21,3.2,1.91,20
linebacker,5.42,1.35,19,4.41,2.74,17
linen,6.0,1.41,19,2.95,1.83,21
liner,4.79,1.4,19,3.71,1.71,21
lineup,4.45,1.87,22,4.47,2.7,19
linger,4.42,1.39,19,4.05,1.91,21
lingerie,6.89,2.11,19,5.18,3.03,22
lingering,4.95,2.3,19,4.48,2.16,21
lingo,5.33,1.33,18,3.3,2.23,20
linguini,5.45,1.92,22,4.09,2.31,23
linguist,5.0,1.29,19,3.71,1.99,17
linguistics,6.37,1.26,19,2.76,1.67,21
link,5.9,1.29,20,3.15,2.52,20
linoleum,4.47,1.39,19,2.77,2.39,22
lint,4.3,1.78,20,2.44,1.65,18
lion,5.84,1.8,19,5.29,2.22,21
lip,6.38,1.8,21,4.6,2.78,20
liposuction,4.68,2.33,19,4.05,2.44,22
lipstick,6.35,1.76,20,4.0,2.33,18
liqueur,4.74,2.23,19,5.05,2.5,22
liquid,5.35,1.7,23,3.67,2.63,21
liquidate,3.95,2.04,19,4.36,2.06,22
liquor,4.85,2.83,20,5.85,2.46,20
lira,5.6,1.14,20,3.1,1.95,21
lisp,3.9,1.89,20,3.78,2.24,18
list,5.89,1.94,18,2.55,1.93,20
listen,6.91,1.31,22,3.76,1.89,21
listener,6.1,1.73,21,3.83,2.37,23
listing,5.67,1.33,18,2.9,1.86,20
listless,3.84,1.5,19,3.33,2.29,45
liter,4.37,2.36,19,3.65,2.14,23
literacy,7.55,1.47,20,3.95,2.77,21
literal,5.84,1.71,19,4.35,1.87,23
literary,5.95,1.72,19,3.9,1.81,21
literature,6.43,1.96,21,3.7,2.52,20
lithium,4.75,1.62,20,3.5,2.35,22
litigation,3.8,2.09,20,4.33,2.22,21
litigator,3.52,1.5,21,4.43,1.94,21
litter,2.58,1.43,19,3.8,1.99,20
little,5.91,1.66,22,4.2,1.96,20
live,7.95,1.17,22,4.71,2.57,21
livelihood,6.21,1.62,19,4.6,2.33,20
lively,7.12,1.36,40,6.1,2.69,20
liven,6.1,1.09,21,5.84,2.83,19
liver,4.19,1.63,21,3.27,2.41,22
livery,4.59,2.06,22,5.11,2.11,19
livestock,5.95,1.53,21,2.95,2.24,20
livid,3.42,1.8,19,5.38,2.94,21
lizard,5.43,2.2,21,5.5,2.82,20
llama,5.43,1.78,21,4.04,2.88,23
load,4.43,1.47,21,4.55,2.37,20
loader,4.48,1.91,21,2.96,2.18,23
loaf,5.75,1.65,20,2.45,1.7,20
loafer,4.05,1.56,22,3.63,2.24,19
loan,4.19,2.56,21,3.3,2.03,20
loathe,2.68,1.92,19,5.18,2.26,22
loathing,2.42,1.26,19,4.5,2.19,20
loathsome,2.89,1.7,19,4.45,2.54,20
lobby,4.76,1.89,21,4.65,2.62,20
lobbyist,3.32,1.7,19,3.73,2.12,22
lobe,4.52,1.44,21,3.92,1.93,24
lobotomy,2.45,2.13,22,5.32,2.65,19
lobster,6.43,1.8,21,4.67,2.43,24
local,6.77,1.74,22,3.8,1.91,20
localized,5.05,1.05,20,2.4,1.64,20
locate,5.58,1.22,19,3.67,1.85,21
location,5.77,1.63,22,4.58,2.65,19
locator,5.14,1.49,21,2.83,2.32,24
loch,5.67,1.35,21,3.89,2.73,19
lock,4.56,1.62,18,3.0,1.81,20
locker,4.79,1.17,43,3.35,2.4,23
locket,5.71,1.95,21,3.39,1.64,23
locksmith,5.48,1.6,21,3.83,2.79,23
lockup,3.19,1.72,21,4.11,2.47,19
loco,4.53,1.71,19,4.8,2.4,20
locomotive,5.95,1.28,21,5.5,2.18,22
locust,3.16,1.71,19,4.24,2.05,21
lode,5.24,1.81,21,3.45,2.52,20
lodge,6.43,1.54,21,3.33,2.29,21
loft,5.96,1.81,24,3.42,2.78,19
lofty,5.65,1.76,20,2.95,2.24,22
log,4.94,1.11,18,4.29,2.31,21
logic,6.58,1.12,19,3.67,1.85,21
logical,6.38,2.25,21,3.83,1.99,24
logistics,5.05,1.85,20,3.76,1.55,21
logo,5.53,2.01,19,3.32,2.51,22
lollipop,7.29,1.06,21,3.88,2.23,24
lone,3.75,1.25,20,3.84,2.01,19
loneliness,2.35,1.85,43,4.09,2.37,43
lonely,2.67,1.62,21,4.37,2.55,43
loner,3.5,1.67,20,3.94,2.41,18
lonesome,3.35,1.76,20,3.45,2.16,20
longboat,5.35,1.95,20,3.72,2.85,18
longevity,6.57,1.66,21,4.75,2.63,20
longitude,4.76,1.61,21,2.91,1.93,23
longtime,5.5,1.54,22,3.36,2.27,25
look,5.95,1.68,22,3.76,2.64,21
looker,6.05,1.81,22,4.88,2.29,26
lookout,4.43,1.7,23,4.32,2.21,22
loom,4.94,1.76,18,3.65,2.21,20
loon,4.74,1.79,19,3.85,1.98,20
loony,4.48,1.44,21,4.04,2.61,24
loop,5.26,1.59,19,3.52,1.81,21
loophole,4.84,1.61,19,4.71,1.95,21
loopy,4.67,2.2,21,4.25,2.27,20
loose,4.52,2.06,21,4.3,2.47,20
loosen,5.0,1.0,19,4.0,2.43,21
loot,4.43,2.6,21,5.15,2.13,20
lop,4.8,2.14,20,4.55,2.16,20
lopsided,4.19,1.54,21,4.42,2.21,24
lord,5.59,2.17,22,3.81,2.42,21
lordship,5.2,2.26,20,4.42,2.04,24
lore,6.42,1.95,19,4.5,2.37,22
lose,3.59,2.09,22,5.43,2.69,21
loser,2.85,2.06,39,3.94,2.41,18
loss,2.9,2.14,21,5.2,2.55,20
lost,2.53,1.12,19,5.11,2.47,37
lotion,5.52,1.88,23,3.55,2.28,22
lottery,6.33,1.98,21,6.05,2.42,21
lotto,6.05,1.86,22,6.0,2.74,18
lotus,6.24,1.87,21,3.77,2.14,22
loudmouth,3.24,1.84,21,5.21,2.37,19
loudspeaker,4.67,2.06,21,4.3,2.49,23
lounge,5.95,1.9,20,2.64,2.08,22
louse,3.34,1.61,41,3.61,2.22,41
lousy,3.14,1.93,22,4.28,2.44,25
lovable,8.26,0.99,19,5.41,2.72,22
love,8.0,1.39,37,5.36,3.23,47
loved,7.65,1.73,43,5.59,3.08,46
loveless,2.59,1.89,22,4.46,2.39,26
loveliness,7.5,1.1,20,5.65,2.68,20
lovely,7.55,1.65,22,3.95,2.75,21
lovemaking,7.95,1.27,19,6.14,3.29,21
lover,8.05,1.25,22,7.45,2.04,20
lovesick,3.63,1.54,19,5.81,2.48,21
low,4.39,1.72,18,2.21,1.9,19
lowdown,3.74,1.79,19,4.0,2.43,22
lowlife,2.68,1.34,19,4.29,1.71,21
lowly,4.0,1.61,21,3.95,1.75,19
lox,4.74,2.0,19,3.86,1.88,22
loyal,7.31,1.33,42,3.65,2.45,43
loyalty,7.18,2.13,22,4.52,2.71,21
luau,6.05,1.47,20,4.59,2.28,22
lube,5.1,1.97,21,4.17,2.37,23
lubricant,5.32,1.67,19,5.38,1.69,21
lucid,5.35,2.16,20,4.78,2.71,18
luck,6.73,1.93,22,4.57,2.87,21
lucky,7.32,1.45,19,5.3,2.56,20
lucrative,6.81,1.81,21,5.15,2.62,20
ludicrous,3.95,2.22,19,4.78,2.0,23
lug,4.58,2.17,19,3.45,2.52,22
luggage,5.19,1.69,21,3.75,2.21,24
lukewarm,4.5,1.67,20,2.61,1.59,23
lull,4.05,1.6,21,3.76,1.85,25
lullaby,7.57,1.29,21,3.79,1.98,24
lumbar,4.47,1.35,19,3.28,1.74,18
lumber,5.65,1.31,20,3.32,2.36,22
lumberjack,5.79,1.02,24,3.81,2.2,21
luminous,6.29,1.85,21,3.73,2.57,22
lump,3.07,1.62,41,3.74,2.22,23
lumpy,3.75,1.48,20,3.94,2.1,18
lunacy,4.58,2.43,19,5.2,2.35,20
lunar,6.15,1.53,20,5.5,2.14,20
lunatic,3.47,2.22,19,5.64,2.17,22
lunch,6.64,1.53,22,3.57,2.01,21
lunchbox,6.64,1.59,22,4.19,2.48,26
luncheon,7.19,1.78,21,4.12,2.35,25
lunchtime,7.26,1.63,19,4.95,2.33,21
lung,4.84,2.01,19,2.64,1.5,22
lunge,4.27,1.52,22,4.73,2.75,22
lurch,3.9,1.26,21,4.09,1.88,23
lure,4.65,1.53,20,4.48,1.97,21
lurk,3.48,1.59,23,4.43,2.4,21
luscious,6.91,1.73,43,5.75,2.29,20
lush,6.48,1.83,21,4.24,2.3,21
lust,6.26,2.1,39,6.44,2.36,45
lustful,5.53,2.34,19,6.6,2.19,20
lusty,5.8,2.14,20,5.59,2.74,22
luxurious,7.58,1.95,19,4.73,2.57,22
luxury,7.25,1.71,20,4.71,3.04,21
lycra,4.5,1.99,20,3.39,1.91,18
lye,4.26,1.79,19,4.29,2.35,21
lymphoma,2.6,2.04,20,4.59,3.22,17
lynching,1.67,0.96,24,4.92,3.24,25
lyric,6.53,1.61,19,3.57,2.18,21
lyrical,6.84,1.61,19,3.81,2.23,21
lyrics,6.42,1.54,19,4.95,2.14,20
macadamia,6.33,1.88,21,3.8,2.86,25
macarena,6.52,2.09,21,4.24,2.33,25
macaroni,7.75,1.37,20,5.09,2.37,23
mace,4.14,2.01,21,5.43,2.13,23
mach,5.35,0.81,20,3.95,2.6,21
machete,4.13,1.98,23,6.18,2.63,22
machine,5.0,1.24,23,4.39,2.18,44
machinery,4.65,1.87,20,3.89,2.22,18
macho,4.84,2.29,19,3.96,2.12,23
mackerel,4.78,1.57,23,3.45,2.04,22
macro,5.2,1.28,20,3.85,2.25,20
mad,2.47,1.26,19,5.59,2.55,44
madam,5.17,1.89,18,3.05,2.09,20
madden,4.75,2.38,20,5.17,2.71,24
mademoiselle,6.35,1.53,20,4.5,2.02,22
madhouse,3.11,1.64,18,5.77,2.52,22
madman,3.45,2.2,42,6.09,2.53,44
madness,2.86,1.71,21,6.25,2.22,20
maestro,6.14,1.71,21,3.7,2.3,23
mafia,3.11,1.15,19,7.05,1.77,21
magazine,6.24,1.87,21,4.2,2.57,20
magenta,5.95,2.13,22,4.58,2.46,19
maggot,2.0,1.59,38,5.6,2.38,40
magic,7.17,1.89,18,6.05,2.64,21
magical,8.23,0.97,22,5.88,2.47,42
magician,5.68,2.21,19,4.73,2.73,22
magistrate,4.71,1.82,21,3.68,1.94,22
magna,5.09,1.44,22,4.63,2.03,19
magnesium,4.95,1.87,19,2.86,1.86,22
magnet,5.65,1.31,20,3.38,1.95,24
magnetic,6.17,1.47,18,3.55,2.56,20
magnetism,6.0,1.37,19,4.56,2.48,18
magnification,6.65,1.42,20,4.38,2.44,21
magnificence,7.47,1.31,19,3.95,3.02,21
magnificent,6.95,1.51,19,4.52,2.39,23
magnify,4.86,1.67,22,4.41,2.44,22
magnifying,6.11,1.71,18,3.58,2.04,19
magnitude,5.1,1.21,20,5.11,2.47,18
magnolia,6.8,1.44,20,4.19,2.34,21
magpie,5.5,1.36,20,3.08,2.04,24
mahi mahi,5.52,2.18,21,5.16,2.36,19
mahjong,5.55,1.5,20,3.61,2.21,23
mahogany,6.48,1.72,21,2.67,1.8,21
maid,5.38,1.72,21,3.19,1.91,21
maiden,5.65,1.04,20,4.05,2.29,21
mail,6.28,1.6,40,3.81,2.09,21
mailbox,6.05,1.57,20,2.29,1.27,21
mailing,5.33,1.83,21,3.14,1.74,21
mailman,5.32,1.73,19,3.32,2.21,22
maim,3.14,2.22,21,4.56,2.74,25
main,5.27,1.16,22,4.1,2.4,20
mainframe,5.0,2.0,19,3.95,2.34,22
mainland,5.3,1.72,20,3.67,2.28,18
mainstream,4.55,1.39,20,3.38,2.04,21
maintain,6.29,1.19,21,2.75,2.21,24
maintenance,5.95,1.76,20,2.81,1.91,21
majestic,7.14,1.9,21,4.16,2.49,25
majesty,6.86,2.31,21,4.7,2.79,20
major,5.52,1.36,21,4.24,2.72,21
majority,4.95,1.07,21,4.3,2.36,23
make,6.09,1.6,22,3.67,2.33,21
makeover,5.76,1.73,21,5.13,2.58,23
maker,5.74,1.79,19,4.16,2.39,19
makeshift,5.32,1.29,22,4.79,2.1,19
makeup,5.21,1.4,19,4.1,1.68,20
malady,3.86,2.2,21,4.48,2.76,25
malaria,2.34,1.39,41,5.07,2.63,41
malarkey,4.45,2.09,20,4.33,2.65,21
male,6.91,1.9,22,4.5,2.48,20
malfunction,2.68,1.49,19,4.62,2.4,21
malice,2.81,1.56,43,4.81,2.52,21
malicious,2.32,1.42,19,4.95,1.66,21
malignant,3.1,1.67,21,4.42,2.98,24
mall,4.45,2.26,20,5.3,2.68,20
mallet,4.7,1.63,20,3.95,2.44,21
malnutrition,2.48,1.25,21,3.5,2.54,24
malpractice,2.74,1.24,19,5.26,2.05,19
malt,6.14,2.2,21,3.75,2.07,24
mama,7.64,1.62,22,4.29,2.8,21
mambo,5.52,1.97,21,5.05,2.18,21
mammal,5.95,1.91,22,3.81,2.54,21
mammoth,5.84,1.68,19,4.09,1.85,22
mammy,5.1,2.07,20,3.82,2.5,22
man,5.42,1.22,19,4.36,2.49,47
manage,4.71,1.23,21,3.52,1.83,23
manageable,5.33,2.06,21,3.05,1.93,19
management,4.95,1.9,19,3.24,1.89,21
manager,4.82,1.74,22,4.15,2.3,20
managerial,4.5,1.47,20,2.81,1.75,21
mandarin,6.15,1.35,20,3.91,2.49,22
mandate,3.76,1.04,21,4.32,2.15,25
mandatory,3.9,1.89,20,3.89,2.65,18
mandible,4.32,1.25,19,3.05,1.77,21
mandolin,5.7,1.92,23,3.14,2.17,22
mane,5.32,1.53,19,4.17,2.35,23
maneuver,4.63,0.83,19,4.33,1.59,21
manger,5.5,1.82,18,3.05,1.96,20
mangle,2.9,1.66,41,5.0,2.8,43
mango,6.57,2.31,21,3.05,1.77,21
mangy,4.3,1.84,23,4.86,2.44,22
manhole,4.8,1.44,20,4.09,2.43,22
manhood,6.5,1.64,20,5.27,2.16,22
manhunt,3.61,2.21,23,6.33,1.85,21
mania,3.62,1.91,21,4.74,2.53,23
maniac,3.5,2.48,20,5.77,2.83,44
maniacal,3.3,1.82,23,6.0,2.86,22
manic,4.19,1.54,21,4.55,2.7,22
manicure,6.15,1.79,20,4.23,2.29,22
manicurist,5.57,1.94,21,4.17,2.39,23
manifest,4.81,1.78,21,4.12,2.79,25
manifestation,4.38,1.47,21,4.21,2.73,24
manifesto,4.05,2.37,19,4.59,2.28,22
manifold,4.8,1.74,20,3.22,1.86,18
manipulate,3.21,1.36,19,4.76,1.92,21
manipulation,2.84,1.42,19,4.86,2.35,21
manipulative,2.9,1.92,21,4.44,2.38,25
mankind,6.59,1.92,22,4.89,1.59,19
manly,6.09,1.8,22,5.63,2.41,19
manned,5.14,1.13,22,4.47,1.87,19
mannequin,5.35,1.66,20,3.9,2.38,20
manner,5.86,1.44,42,3.52,2.14,42
manor,5.9,0.94,21,3.68,2.29,25
manpower,6.0,1.49,19,4.32,2.43,19
mansion,6.62,1.88,21,4.84,2.69,25
mansions,6.21,1.93,19,4.95,2.91,21
manslaughter,2.05,1.39,20,5.67,3.04,21
mantel,4.74,1.85,39,2.93,2.03,45
mantis,4.95,1.61,19,3.25,2.47,20
mantle,5.35,1.18,20,2.45,1.82,20
mantra,5.47,1.39,19,3.48,2.27,21
manual,4.95,1.64,20,3.17,1.72,23
manufacture,5.0,1.91,19,4.41,2.42,22
manufacturer,4.0,1.84,24,3.61,1.99,23
manufacturing,5.0,1.9,22,4.5,2.23,26
manure,3.19,1.84,103,4.15,2.24,79
manuscript,6.05,1.39,20,3.29,2.33,21
map,5.81,1.91,21,3.95,2.28,20
maple,6.09,1.66,22,3.77,2.07,22
mar,3.47,1.65,19,3.41,1.87,22
marathon,5.48,1.72,21,5.04,2.69,23
marble,5.8,1.64,20,3.57,1.73,23
mare,5.62,1.53,21,3.64,2.53,25
margarine,4.85,1.87,20,3.14,1.83,22
margarita,6.33,2.46,21,5.2,2.98,20
margin,4.75,1.25,20,3.71,1.93,21
marginal,4.6,1.05,20,3.57,1.54,21
mariachi,5.95,1.4,21,4.43,2.64,21
marijuana,3.63,2.03,19,4.36,2.95,22
marinara,5.95,1.7,22,3.0,2.0,21
marine,5.95,2.24,20,3.44,1.46,18
mariner,5.58,0.96,19,3.43,1.86,21
marital,5.24,1.92,21,4.91,2.29,23
maritime,4.9,1.61,21,3.36,2.08,25
marker,5.8,1.64,20,4.05,2.54,21
market,6.21,1.68,101,3.55,2.18,82
marketing,4.83,1.85,23,4.75,2.33,24
marketplace,6.25,1.52,20,4.32,2.08,19
marksman,5.05,1.76,22,4.59,2.61,22
marksmanship,5.19,1.83,21,4.96,2.33,23
marmalade,5.95,1.22,19,3.95,2.65,21
maroon,5.41,2.2,22,4.37,2.14,19
marooned,4.26,1.88,19,5.9,1.89,21
marquee,6.0,1.3,20,4.21,2.23,19
marquis,4.77,1.69,22,3.77,2.16,22
marriage,7.56,1.62,18,4.95,3.04,21
marrow,4.29,2.02,17,3.65,2.06,20
marry,7.09,2.2,22,5.52,2.96,21
marshal,4.62,1.53,21,4.08,2.52,25
marshmallow,6.84,2.09,19,4.7,2.42,23
mart,5.32,1.34,19,3.55,2.09,22
martial,5.4,1.64,20,4.23,2.31,22
martini,6.14,2.1,21,5.9,2.4,20
martyr,4.24,1.89,21,4.52,2.2,25
marvel,5.84,2.36,19,4.77,2.39,22
marvelous,7.21,1.72,19,3.77,2.86,22
marzipan,5.4,1.27,20,3.91,2.69,22
mascara,4.79,1.81,19,4.55,2.42,20
mascot,5.5,1.25,18,4.11,2.4,18
masculine,5.79,1.4,19,5.19,2.14,21
masculinity,5.75,1.55,20,4.7,2.11,20
mash,4.81,2.02,21,3.85,2.89,20
mashed,4.61,1.46,18,4.15,2.74,20
mask,4.81,1.5,21,3.26,2.4,23
masked,5.14,1.68,21,4.0,2.7,23
masochist,3.39,2.23,18,4.77,2.43,22
masquerade,5.53,1.84,19,5.17,2.09,18
mass,5.15,1.35,20,3.56,2.18,25
massacre,1.77,1.57,80,6.68,2.49,104
massage,7.16,1.64,19,3.88,2.59,24
masses,4.41,1.94,22,4.11,2.91,18
masseur,5.73,1.78,22,4.68,2.31,19
masseuse,6.61,2.12,18,4.09,2.97,22
massive,5.18,1.37,22,5.79,2.68,19
mast,4.85,0.88,20,3.71,1.9,21
master,5.72,1.99,18,4.4,3.15,20
masterful,6.72,1.64,43,4.38,1.77,21
mastermind,5.15,1.81,20,5.58,2.65,19
masterpiece,7.14,1.85,21,4.7,2.4,23
mastery,6.55,1.34,22,5.68,2.73,19
masturbate,5.65,2.08,40,6.42,2.15,43
masturbation,5.89,2.4,18,6.3,2.64,20
mat,5.0,0.94,19,2.86,2.03,21
matador,5.0,1.75,22,4.35,2.79,23
match,5.61,0.85,18,3.05,2.27,21
matchbook,5.05,1.69,21,3.65,2.69,23
matching,6.3,1.45,20,3.0,1.91,24
matchmaker,5.63,1.71,19,4.0,2.37,21
mate,7.18,1.76,22,5.95,2.74,20
material,5.71,1.52,24,3.74,2.54,39
materialism,3.52,2.06,21,3.52,2.31,23
materialistic,3.79,1.79,24,4.04,2.12,23
materialize,5.75,1.45,20,3.95,1.94,21
maternal,6.7,2.03,20,4.38,2.64,21
maternity,5.76,2.07,21,4.83,2.89,23
math,4.45,2.37,20,4.96,3.1,23
mathematical,5.29,2.0,21,3.48,2.81,23
mathematician,5.24,1.97,21,3.57,2.23,23
mathematics,4.89,1.94,19,4.33,2.18,21
matinee,6.0,1.94,19,3.05,1.96,21
mating,5.76,2.28,21,6.35,2.23,23
matrimony,7.0,2.1,21,5.77,2.6,22
matrix,5.9,2.05,21,4.4,2.56,20
matron,4.79,1.69,19,3.59,1.76,22
matter,5.82,1.37,22,4.05,2.18,21
mattress,5.74,2.42,19,3.45,2.22,22
mature,5.95,2.03,22,3.48,2.09,21
maturity,6.53,1.17,19,3.55,2.74,22
maudlin,4.75,1.86,20,3.58,2.41,19
mausoleum,4.5,1.36,20,3.87,2.49,23
mauve,5.1,1.48,21,2.88,2.15,25
maverick,6.63,1.77,19,4.55,2.56,22
maxim,5.74,1.41,19,4.1,2.1,21
maximize,6.2,1.74,20,4.74,2.63,23
maximum,4.7,1.92,20,5.05,2.66,22
may,5.55,2.06,22,3.19,1.86,21
mayday,4.42,2.61,19,4.27,2.43,22
mayflower,5.29,2.03,21,2.91,2.2,22
mayhem,3.59,1.99,22,5.95,2.65,22
mayonnaise,5.65,2.41,20,3.9,2.38,20
mayor,4.59,1.5,22,4.15,2.41,20
maze,5.84,1.61,19,4.83,1.95,18
meadow,7.3,1.53,20,2.62,2.16,21
meager,3.35,1.35,20,4.63,2.19,19
meal,7.05,1.86,22,4.85,3.0,20
mean,2.43,1.69,21,4.81,2.44,21
meanie,3.17,2.04,18,4.85,2.28,20
meaning,6.45,1.82,22,4.05,2.14,20
meaningful,6.79,0.98,19,3.78,1.93,18
meaningless,2.95,1.39,19,3.05,1.86,21
meanness,3.09,1.69,22,5.19,2.77,21
meantime,4.44,0.86,18,3.9,2.41,21
measles,2.57,1.82,42,4.5,2.52,44
measure,5.14,1.56,21,4.36,1.93,25
measurement,5.11,1.56,19,3.09,2.14,22
measuring cup,5.75,1.45,20,3.62,1.88,21
measuring tape,5.43,1.63,21,2.15,1.5,20
meat,6.62,1.77,21,4.3,2.11,20
meatball,6.68,1.59,22,4.79,2.57,19
meathead,3.38,1.6,21,4.22,2.24,23
meatloaf,5.16,2.57,19,4.46,2.47,24
mechanic,5.45,1.32,20,4.45,2.15,22
mechanical,5.67,1.93,21,5.4,2.82,20
mechanics,6.0,1.45,19,3.91,2.52,22
mechanism,4.9,1.61,21,3.64,1.79,22
med,5.0,1.9,21,3.52,2.5,21
medal,5.2,1.61,20,5.3,2.45,20
medallion,5.85,1.39,20,3.25,2.29,20
meddle,3.86,1.13,22,4.35,2.13,26
medial,4.65,0.75,20,3.55,1.57,20
median,4.5,1.05,20,3.23,1.63,22
mediation,5.5,1.0,20,2.85,1.87,20
medic,5.2,1.61,20,3.55,2.15,22
medical,5.22,2.05,18,4.05,2.8,20
medicate,4.15,1.57,20,4.14,2.43,21
medication,3.65,1.46,20,4.56,2.94,18
medicinal,5.45,1.9,22,5.87,1.98,23
medicine,5.9,2.39,21,4.0,1.99,43
medieval,5.6,1.7,20,4.4,2.23,20
mediocre,4.43,1.6,21,3.0,2.36,25
mediocrity,3.71,2.69,21,3.55,1.99,22
meditate,6.47,2.25,19,2.85,1.81,20
meditation,7.21,1.78,19,2.5,1.99,20
medium,4.85,1.35,20,3.0,2.06,17
medley,6.6,1.73,20,4.48,2.0,23
meek,4.92,1.99,40,3.14,1.88,22
meet,6.09,1.54,22,3.71,2.12,21
meeting,4.55,1.26,22,3.71,2.08,21
mega,5.6,1.76,20,5.11,2.83,18
melancholy,3.74,1.69,19,4.13,2.56,23
mellow,6.68,1.81,22,2.81,2.4,21
melodrama,4.25,1.68,20,4.83,2.6,24
melodramatic,4.21,1.93,19,5.79,2.6,24
melody,6.65,1.64,40,4.86,2.67,21
melon,6.32,1.62,22,3.68,2.25,22
melt,5.95,1.8,21,3.0,2.4,24
meltdown,3.05,2.19,20,4.81,2.64,21
member,5.95,1.89,22,3.47,2.17,19
membership,5.61,1.88,23,4.45,2.36,22
membrane,4.95,1.24,21,3.23,2.22,22
memento,6.8,1.61,20,4.04,2.6,24
memo,4.7,1.59,20,2.39,1.61,18
memorabilia,6.55,1.47,22,3.77,2.0,22
memorable,6.54,1.18,24,4.83,2.94,24
memorandum,4.5,1.3,22,3.96,2.29,26
memorial,5.72,2.27,18,3.25,2.2,20
memories,7.0,1.66,40,4.19,2.94,21
memorize,5.7,1.45,20,3.9,2.14,21
memory,6.58,2.14,19,4.08,2.25,37
menace,3.13,1.67,39,4.89,2.83,44
menacing,3.14,1.2,21,4.76,2.62,21
mend,6.53,1.31,19,3.76,1.95,21
menial,3.8,1.54,20,3.85,2.25,20
meningitis,2.55,1.43,20,5.41,2.38,22
menopause,1.89,1.02,18,3.55,2.24,20
menstrual,2.79,2.04,19,4.3,2.38,23
mental,4.58,1.68,19,3.68,2.21,22
mentality,4.76,1.34,21,4.62,2.04,21
menthol,4.9,1.74,20,2.9,1.8,20
mention,5.39,1.5,18,2.65,1.6,20
mentor,7.05,1.81,22,3.5,1.79,22
menu,6.3,1.34,20,4.17,2.42,23
meow,6.14,1.9,21,3.42,3.05,24
mercenary,3.89,2.21,19,5.14,3.04,21
merchandise,5.21,1.32,19,3.78,2.34,18
merchant,5.21,1.36,19,3.68,2.08,22
merciful,7.0,2.0,21,4.22,2.13,23
merciless,3.05,2.36,22,5.05,2.63,19
mercury,5.67,1.85,18,4.8,2.69,20
mercy,6.4,2.16,20,3.67,2.45,18
mere,4.68,1.49,22,3.71,2.12,21
merengue,6.47,2.17,19,3.45,2.52,22
